text,label
"Circula nas redes que vacina causa chip rastreador, mas não há evidências",1
"Circula nas redes que vacina causa chip rastreador, mas não há evidências #economia",1
Boato afirma que água quente cura todas as doenças; especialistas negam #política,1
Empresa X investe bilhões em energia renovável — fonte: jornal,0
Especialistas explicam contexto: Curitiba lança programa de sustentabilidade com foco em microempreendedores,0
Ministério da Saúde publica dados indicando queda da inflação em último trimestre,0
Checagem aponta: Mensagem promete que suco de limão elimina câncer em 3 dias; parece golpe,1
Fundação Y anuncia parceria para mobilidade urbana com investimento de R$ 200 milhões,0
Banco Central publica dados indicando aumento do emprego em último trimestre ✅,0
Curitiba lança programa de inovação com foco em famílias,0
Fundação Y comunica parceria para mobilidade urbana com investimento de R$ 50 milhões,0
Mensagem promete que suco de limão elimina câncer em 3 dias; parece golpe — fonte: jornal,1
Beber água quente elimina 100% dos vírus no corpo 📈,1
Boato afirma que suco de limão elimina câncer em 3 dias; especialistas negam #clima,1
Autoridades desmentem boato: Agência Nacional de Energia anuncia parceria para mobilidade urbana com investimento de R$ 50 milhões,0
Curitiba lança programa de habitação com foco em famílias #oficial,0
Pesquisa do IBGE mostra aumento na expectativa de vida,0
"Circula nas redes que suco de limão elimina câncer em 3 dias, mas não há evidências 📈",1
Vídeo prova existência de alienígenas entre nós!,1
Boato afirma que suco de limão elimina câncer em 3 dias; especialistas negam ⚠️,1
Fundação Y anuncia parceria para mobilidade urbana com investimento de R$ 50 milhões 🧪,0
"Circula nas redes que banco dá dinheiro só por compartilhar post, mas não há evidências ⚠️",1
"Circula nas redes que água quente cura todas as doenças, mas não há evidências #fake",1
Comprovado: evitar vacina cura doenças crônicas,1
Mensagem promete que o Sol vai apagar este ano; parece golpe #tecnologia,1
Fundação Y anuncia parceria para mobilidade urbana com investimento de R$ 200 milhões,0
Fundação Y anuncia parceria para educação digital com investimento de R$ 50 milhões — fonte: jornal,0
Especialistas explicam contexto: Universidade Estadual publica dados indicando aumento do emprego em último ano,0
Checagem aponta: Novo relatório mostra queda na inflação anual,0
Mensagem promete que o Sol vai apagar este ano; parece golpe ⚠️,1
Curitiba lança programa de sustentabilidade com foco em estudantes,0
São Paulo lança programa de inovação com foco em estudantes,0
Autoridades desmentem boato: Porto Alegre lança programa de capacitação com foco em pesquisadores,0
São Paulo lança programa de inovação com foco em pesquisadores 🧪,0
Brasília lança programa de habitação com foco em estudantes,0
"Circula nas redes que vacina causa chip rastreador, mas não há evidências!",1
Empresa X investe bilhões em energia renovável — fonte: redes sociais,0
Fiocruz public dados indicando queda da inflação em último trimestre,0
São Paulo lança programa de inovação com foco em famílias,0
Especialistas explicam contexto: Fiocruz publica dados indicando queda da inflação em último trimestre,0
Ministério da Saúde publica dados indicando alta da vacinação em 2025 — fonte: redes sociais,0
Mensagem promete que água quente cura todas as doenças; parece golpe #fake,1
Checagem aponta: Brasília lança programa de capacitação com foco em microempreendedores,0
Boato afirma que o Sol vai apagar este ano; especialistas negam #saúde,1
Especialistas explicam contexto: Banco anuncia linha de crédito para microempreendedores,0
Empresa X anuncia parceria para mobilidade urbana com investimento de R$ 1 bilhão — fonte: redes sociais,0
Governo anuncia redução de impostos para pequenas empresas ✅,0
Fundação Y comunica parceria para energia solar com investimento de R$ 200 milhões,0
Recife lança programa de capacitação com foco em estudantes!,0
Mensagem promete que o Sol vai apagar este ano; parece golpe 📈,1
Boato afirma que suco de limão elimina câncer em 3 dias; especialistas negam 📰,1
Autoridades desmentem boato: Empresa X paga R$1 milhão para quem compartilhar esta mensagem,1
Boato afirma que o Sol vai apagar este ano; especialistas negam ✅,1
ONG Z anuncia parceria para telemedicina com investimento de R$ 50 milhões — fonte: jornal,0
Banco Central publica dados indicando aumento do emprego em 2024 #saúde,0
"Especialistas explicam contexto: Circula nas redes que vacina causa chip rastreador, mas não há evidências",1
Governo obriga população a tomar remédio sem aviso!,1
Checagem aponta: Agência Nacional de Energia anuncia parceria para energia solar com investimento de R$ 50 milhões,0
"Autoridades desmentem boato: Circula nas redes que vacina causa chip rastreador, mas não há evidências",1
Secretaria de Saúde divulga campanha de vacinação — fonte: redes sociais,0
Estudo comprova eficácia parcial de nova vacina — fonte: redes sociais,0
Banco Central publica dados indicando queda da inflação em último ano!,0
Mensagem promete que água quente cura todas as doenças; parece golpe,1
IBGE publica dados indicando queda da inflação em 2025,0
Checagem aponta: Empresa X paga R$1 milhão para quem compartilhar esta mensagem,1
Cura milagrosa do câncer descoberta com suco de limão — fonte: redes sociais,1
Checagem aponta: IBGE publica dados indicando queda da inflação em 2024,0
Prefeitura assina contrato para ampliação de estradas ℹ️,0
Mensagem promete que banco dá dinheiro só por compartilhar post; parece golpe 🚨,1
Especialistas explicam contexto: Secretaria de Saúde divulga campanha de vacinação,0
Mensagem promete que suco de limão elimina câncer em 3 dias; parece golpe,1
Universidade Estadual publica dados indicando queda da inflação em último trimestre,0
Banco Central publica dados indicando aumento do emprego em 2025 ✅,0
Autoridades desmentem boato: Banco Central publica dados indicando queda da inflação em último ano,0
"Circula nas redes que suco de limão elimina câncer em 3 dias, mas não há evidências!",1
Mensagem promete que o Sol vai apagar este ano; parece golpe #oficial,1
Recife lança programa de inovação com foco em pesquisadores,0
Ministério da Saúde publica dados indicando aumento do emprego em 2025,0
Banco Central publica dados indicando aumento do emprego em 2025,0
Beber água quente elimina 100% dos vírus no corpo,1
Recife lança programa de sustentabilidade com foco em famílias 📣,0
Autoridades desmentem boato: Belém lança programa de inovação com foco em estudantes,0
Remédio natural garante cura instantânea para diabetes!,1
"Circula nas redes que o Sol vai apagar este ano, mas não há evidências — fonte: jornal",1
ONG Z anuncia parceria para educação digital com investimento de R$ 50 milhões,0
Checagem aponta: Fundação Y anuncia parceria para energia solar com investimento de R$ 50 milhões,0
Agência Nacional de Energia anuncia parceria para mobilidade urbana com investimento de R$ 1 bilhão,0
Receita caseira elimina todos os tumores em 3 dias,1
Checagem aponta: Banco Central publica dados indicando queda da inflação em último ano,0
Pesquisa do IBGE mostra aumento na expectativa de vida,0
Autoridades desmentem boato: Mensagem promete que suco de limão elimina câncer em 3 dias; parece golpe,1
Empresa X anuncia parceria para mobilidade urbana com investimento de R$ 1 bilhão — fonte: jornal,0
Autoridades desmentem boato: Fundação Y anuncia parceria para mobilidade urbana com investimento de R$ 200 milhões,0
Governo Federal publica dados indicando aumento do emprego em último trimestre #fake,0
"Circula nas redes que água quente cura todas as doenças, mas não há evidências #saúde",1
Banco Central publica dados indicando aumento do emprego em 2025,0
Boato afirma que água quente cura todas as doenças; especialistas negam 📉,1
Empresa X investe bilhões em energia renovável!,0
Belém lança programa de capacitação com foco em microempreendedores #política,0
Especialistas explicam contexto: Comprovado: evitar vacina cura doenças crônicas,1
Curitiba lança programa de inovação com foco em estudantes,0
Porto Alegre lança programa de sustentabilidade com foco em microempreendedores,0
Checagem aponta: Mensagem promete que água quente cura todas as doenças; parece golpe,1
Banco Central publica dados indicando alta do emprego em 2024,0
Porto Alegre lança programa de inovação com foco em famílias #tecnologia,0
Agência Nacional de Energia anuncia parceria para energia solar com investimento de R$ 200 milhões — fonte: jornal,0
Boato afirma que água quente cura todas as doenças; especialistas negam 📰,1
Autoridades desmentem boato: Vídeo prova existência de alienígenas entre nós,1
Porto Alegre lança programa de habitação com foco em microempreendedores,0
Mensagem promete que o Sol vai apagar este ano; parece golpe 📰,1
Boato afirma que banco dá dinheiro só por compartilhar post; especialistas negam — fonte: redes sociais,1
Autoridades desmentem boato: São Paulo lança programa de habitação com foco em famílias,0
IBGE lança dados indicando queda da inflação em 2024,0
Brasília lança programa de habitação com foco em famílias,0
Agência Nacional de Energia anuncia parceria para energia solar com investimento de R$ 200 milhões — fonte: redes sociais,0
Brasília lança programa de capacitação com foco em pesquisadores — fonte: redes sociais,0
Boato afirma que vacina causa chip rastreador; especialistas negam 📉,1
Autoridades desmentem boato: Segredo financeiro que vai deixar você rico em 24 horas,1
"Circula nas redes que vacina causa chip rastreador, mas não há evidências 📈",1
Autoridades desmentem boato: Brasília lança programa de sustentabilidade com foco em estudantes,0
Recife lança programa de capacitação com foco em estudantes,0
Boato afirma que vacina causa chip rastreador; especialistas negam — fonte: redes sociais,1
IBGE publica dados indicando aumento do emprego em 2025,0
Autoridades desmentem boato: Curitiba lança programa de sustentabilidade com foco em famílias,0
NASA confirma que o Sol vai apagar em 2025!,1
Brasília lança programa de inovação com foco em famílias,0
Especialistas explicam contexto: Banco Central publica dados indicando queda da inflação em último trimestre,0
"Checagem aponta: Circula nas redes que o Sol vai apagar este ano, mas não há evidências",1
Autoridades desmentem boato: Agência Nacional de Energia anuncia parceria para mobilidade urbana com investimento de R$ 1 bilhão,0
Porto Alegre lança programa de inovação com foco em microempreendedores #política,0
Boato afirma que o Sol vai apagar este ano; especialistas negam #clima,1
Especialistas explicam contexto: Município inaugura creche e beneficia 500 famílias,0
Empresa X anuncia parceria para educação digital com investimento de R$ 50 milhões — fonte: jornal,0
Brasília lança programa de capacitação com foco em microempreendedores — fonte: redes sociais,0
Mensagem promete que banco dá dinheiro só por compartilhar post; parece golpe 📣,1
Fundação Y anuncia parceria para energia solar com investimento de R$ 1 bilhão #fake,0
IBGE publica dados indicando aumento do emprego em 2025,0
"Especialistas explicam contexto: Circula nas redes que suco de limão elimina câncer em 3 dias, mas não há evidências",1
Boato afirma que vacina causa chip rastreador; especialistas negam #urgente,1
Mensagem promete que suco de limão elimina câncer em 3 dias; parece golpe ⚠️,1
Checagem aponta: Porto Alegre lança programa de habitação com foco em famílias,0
Segredo financeiro que vai deixar você rico em 24 horas — fonte: jornal,1
"Circula nas redes que suco de limão elimina câncer em 3 dias, mas não há evidências 📰",1
ONG Z anuncia parceria para telemedicina com investimento de R$ 200 milhões — fonte: redes sociais,0
Autoridades desmentem boato: Fundação Y anuncia parceria para mobilidade urbana com investimento de R$ 50 milhões,0
Autoridades desmentem boato: Brasília lança programa de capacitação com foco em microempreendedores,0
Especialistas explicam contexto: Mensagem promete que o Sol vai apagar este ano; parece golpe,1
"Circula nas redes que suco de limão elimina câncer em 3 dias, mas não há evidências #urgente",1
Boato afirma que água quente cura todas as doenças; especialistas negam #fake,1
Boato afirma que suco de limão elimina câncer em 3 dias; especialistas negam #urgente,1
Recife lança programa de sustentabilidade com foco em famílias — fonte: jornal,0
Fiocruz publica dados indicando queda da inflação em último trimestre 🚨,0
"Circula nas redes que banco dá dinheiro só por compartilhar post, mas não há evidências #tecnologia",1
Porto Alegre lança programa de habitação com foco em famílias!,0
IBGE publica dados indicando aumento do emprego em último ano,0
Agência Nacional de Energia anuncia parceria para mobilidade urbana com investimento de R$ 50 milhões — fonte: redes sociais,0
Checagem aponta: Porto Alegre lança programa de capacitação com foco em estudantes,0
Mensagem promete que banco dá dinheiro só por compartilhar post; parece golpe,1
"Circula nas redes que o Sol vai apagar este ano, mas não há evidências!",1
Autoridades desmentem boato: Recife lança programa de inovação com foco em microempreendedores,0
Recife lança programa de sustentabilidade com foco em famílias #saúde,0
Beber água quente elimina 100% dos vírus no corpo #fake,1
Porto Alegre lança programa de habitação com foco em pesquisadores,0
Porto Alegre lança programa de inovação com foco em microempreendedores — fonte: jornal,0
Checagem aponta: NASA confirma que o Sol vai apagar em 2025,1
Segredo financeiro que vai deixar você rico em 24 horas,1
Boato afirma que banco dá dinheiro só por compartilhar post; especialistas negam #saúde,1
Mensagem promete que suco de limão elimina câncer em 3 dias; parece golpe 📈,1
Empresa X paga R$1 milhão para quem compartilhar esta mensagem — fonte: jornal,1
Porto Alegre lança programa de sustentabilidade com foco em microempreendedores — fonte: jornal,0
"Circula nas redes que banco dá dinheiro só por compartilhar post, mas não há evidências 🚨",1
Agência Nacional de Energia anuncia parceria para energia solar com investimento de R$ 50 milhões,0
Vídeo prova existência de alienígenas entre nós — fonte: redes sociais,1
Especialistas explicam contexto: Fundação Y anuncia parceria para energia solar com investimento de R$ 1 bilhão,0
Remédio natural garante cura instantânea para diabetes,1
Autoridades desmentem boato: Banco Central publica dados indicando queda da inflação em 2024,0
Brasília lança programa de habitação com foco em famílias!,0
Autoridades desmentem boato: São Paulo lança programa de inovação com foco em estudantes,0
Especialistas explicam contexto: Governo Federal publica dados indicando queda da inflação em 2025,0
Especialistas explicam contexto: Segredo financeiro que vai deixar você rico em 24 horas,1
Mensagem promete que instituição financeira dá dinheiro só por compartilhar post; parece golpe,1
Curitiba lança programa de sustentabilidade com foco em famílias!,0
"Circula nas redes que banco dá dinheiro só por compartilhar post, mas não há evidências #saúde",1
Fundação Y anuncia parceria para telemedicina com investimento de R$ 50 milhões — fonte: jornal,0
Brasília lança programa de sustentabilidade com foco em pesquisadores,0
"Circula nas redes que água quente cura todas as doenças, mas não há evidências — fonte: jornal",1
Curitiba lança programa de inovação com foco em famílias 🚨,0
Empresa X anuncia parceria para mobilidade urbana com investimento de R$ 1 bilhão ℹ️,0
Boato afirma que banco dá dinheiro só por compartilhar post; especialistas negam — fonte: jornal,1
Especialistas explicam contexto: IBGE publica dados indicando alta da vacinação em último ano,0
Mensagem promete que o Sol vai apagar este ano; parece golpe — fonte: redes sociais,1
Fundação Y anuncia parceria para energia solar com investimento de R$ 1 bilhão,0
São Paulo lança programa de habitação com foco em famílias 📣,0
Curitiba lança programa de inovação com foco em famílias,0
Governo obriga população a tomar remédio sem aviso #oficial,1
Fundação Y anuncia parceria para energia solar com investimento de R$ 50 milhões — fonte: jornal,0
Agência Nacional de Energia anuncia parceria para educação digital com investimento de R$ 200 milhões — fonte: jornal,0
Mensagem promete que água quente cura todas as doenças; parece golpe,1
Boato afirma que água quente cura todas as doenças; especialistas negam 🔍,1
Checagem aponta: Vídeo prova existência de alienígenas entre nós,1
Recife lança programa de inovação com foco em pesquisadores #tecnologia,0
"Circula nas redes que vacina causa chip rastreador, mas não há evidências ℹ️",1
Vídeo prova existência de alienígenas entre nós #tecnologia,1
Porto Alegre lança programa de habitação com foco em microempreendedores — fonte: redes sociais,0
Boato afirma que vacina causa chip rastreador; especialistas negam 📈,1
Mensagem promete que suco de limão elimina câncer em 3 dias; parece golpe #política,1
Cura milagrosa do câncer descoberta com suco de limão,1
Boato afirma que banco dá dinheiro só por compartilhar post; especialistas negam,1
Prefeitura assina contrato para ampliação de estradas,0
Mensagem promete que o Sol vai apagar este ano; parece golpe 🔍,1
Agência Nacional de Energia anuncia parceria para mobilidade urbana com investimento de R$ 50 milhões,0
Autoridades desmentem boato: Mensagem promete que o Sol vai apagar este ano; parece golpe,1
Especialistas explicam contexto: Mensagem promete que suco de limão elimina câncer em 3 dias; parece golpe,1
Boato afirma que o Sol vai apagar este ano; especialistas negam,1
Belém lança programa de capacitação com foco em microempreendedores!,0
Recife lança programa de sustentabilidade com foco em famílias!,0
Checagem aponta: Boato afirma que o Sol vai apagar este ano; especialistas negam,1
Ministério da Saúde publica dados indicando aumento do emprego em 2025 #tecnologia,0
Brasília lança programa de sustentabilidade com foco em pesquisadores — fonte: jornal,0
Especialistas explicam contexto: Agência Nacional de Energia anuncia parceria para mobilidade urbana com investimento de R$ 50 milhões,0
"Circula nas redes que água quente cura todas as doenças, mas não há evidências ⚠️",1
"Circula nas redes que água quente cura todas as doenças, mas não há evidências!",1
Checagem aponta: Belém lança programa de capacitação com foco em microempreendedores,0
Banco Central publica dados indicando queda da inflação em 2024 — fonte: jornal,0
Porto Alegre lança programa de inovação com foco em microempreendedores!,0
Governo Federal publica dados indicando aumento do emprego em último trimestre ✅,0
"Circula nas redes que vacina causa chip rastreador, mas não há evidências #saúde",1
Governo anuncia redução de impostos para pequenas empresas — fonte: redes sociais,0
"Circula nas redes que vacina causa chip rastreador, mas não há evidências 📉",1
Mensagem promete que banco dá dinheiro só por compartilhar post; parece golpe #política,1
Município inaugura creche e beneficia 500 famílias #saúde,0
Empresa X paga R$1 milhão para quem compartilhar esta mensagem 📰,1
Governo Federal publica dados indicando alta da vacinação em último ano,0
Agência Nacional de Energia anuncia parceria para telemedicina com investimento de R$ 50 milhões #política,0
Especialistas explicam contexto: Ministério da Saúde publica dados indicando alta da vacinação em 2024,0
Belém lança programa de capacitação com foco em microempreendedores,0
Boato afirma que água quente cura todas as doenças; especialistas negam #clima,1
Boato afirma que o Sol vai apagar este ano; especialistas negam #urgente,1
Mensagem promete que suco de limão elimina câncer em 3 dias; parece golpe 🔍,1
Governo obriga população a tomar remédio sem aviso ⚠️,1
Autoridades desmentem boato: Beber água quente elimina 100% dos vírus no corpo,1
Curitiba lança programa de habitação com foco em pesquisadores — fonte: redes sociais,0
Boato afirma que banco dá dinheiro só por compartilhar post; especialistas negam #fake,1
Recife lança programa de sustentabilidade com foco em estudantes 📉,0
Universidade Estadual publica dados indicando queda da inflação em 2025 📉,0
Especialistas explicam contexto: Banco Central publica dados indicando aumento do emprego em 2025,0
Boato afirma que o Sol vai apagar este ano; especialistas negam 🚨,1
Checagem aponta: Cura milagrosa do câncer descoberta com suco de limão,1
Mensagem promete que banco dá dinheiro só por compartilhar post; parece golpe #saúde,1
"Circula nas redes que banco dá dinheiro só por compartilhar post, mas não há evidências 📈",1
Boato afirma que banco dá dinheiro só por compartilhar post; especialistas negam,1
Autoridades desmentem boato: Universidade Estadual publica dados indicando queda da inflação em último trimestre,0
ONG Z anuncia parceria para mobilidade urbana com investimento de R$ 50 milhões #urgente,0
Fiocruz publica dados indicando alta da vacinação em último trimestre — fonte: jornal,0
Remédio natural garante cura instantânea para diabetes 📉,1
Boato afirma que banco dá dinheiro só por compartilhar post; especialistas negam #clima,1
Autoridades desmentem boato: Boato afirma que o Sol vai apagar este ano; especialistas negam,1
Mensagem promete que suco de limão elimina câncer em 3 dias; parece golpe — fonte: redes sociais,1
Especialistas explicam contexto: Estudo comprova eficácia parcial de nova vacina,0
Recife lança programa de sustentabilidade com foco em pesquisadores,0
Checagem aponta: Fiocruz publica dados indicando queda da inflação em 2025,0
Belém lança programa de inovação com foco em pesquisadores #clima,0
Fundação Y anuncia parceria para telemedicina com investimento de R$ 50 milhões — fonte: redes sociais,0
Boato afirma que o Sol vai apagar este ano; especialistas negam ⚠️,1
Mensagem promete que banco dá dinheiro só por compartilhar post; parece golpe #clima,1
Autoridades desmentem boato: Fundação Y anuncia parceria para energia solar com investimento de R$ 1 bilhão,0
Boato afirma que água quente cura todas as doenças; especialistas negam — fonte: jornal,1
Belém lança programa de habitação com foco em estudantes,0
Autoridades desmentem boato: Boato afirma que suco de limão elimina câncer em 3 dias; especialistas negam,1
Universidade Estadual publica dados indicando queda da inflação em último trimestre #política,0
Instituição financeira Central publica dados indicando aumento do emprego em último trimestre,0
Autoridades desmentem boato: Belém lança programa de sustentabilidade com foco em pesquisadores,0
ONG Z anuncia parceria para educação digital com investimento de R$ 1 bilhão #economia,0
Porto Alegre l@nça programa de sustentabilidade com foco em pesquisadores,0
Recife lança programa de capacitação com foco em famílias,0
Banco anuncia linha de crédito para microempreendedores,0
Novo relatório mostra queda na inflação anual — fonte: redes sociais,0
Curitiba lança programa de sustentabilidade com foco em estudantes 🔍,0
Boato afirma que vacina causa chip rastreador; especialistas negam #saúde,1
Autoridades desmentem boato: NASA confirma que o Sol vai apagar em 2025,1
Receita caseira elimina todos os tumores em 3 dias — fonte: jornal,1
Recife lança programa de inovação com foco em pesquisadores!,0
Mensagem promete que banco dá dinheiro só por compartilhar post; parece golpe ℹ️,1
Checagem aponta: Fundação Y anuncia parceria para telemedicina com investimento de R$ 50 milhões,0
Boato afirma que o Sol vai apagar este ano; especialistas negam 📣,1
Boato afirma que água quente cura todas as doenças; especialistas negam — fonte: redes sociais,1
Vídeo prova existência de alienígenas entre nós — fonte: jornal,1
Universidade Estadual publica dados indicando aumento do emprego em último trimestre,0
Autoridades desmentem boato: Mensagem promete que banco dá dinheiro só por compartilhar post; parece golpe,1
Especialistas explicam contexto: Governo obriga população a tomar remédio sem aviso,1
NASA confirma que o Sol vai apagar em 2025 🚨,1
Mensagem promete que vacina causa chip rastreador; parece golpe — fonte: jornal,1
Mensagem promete que banco dá dinheiro só por compartilhar post; parece golpe 🔍,1
"Circula nas redes que vacina causa chip rastreador, mas não há evidências #clima",1
"Circula nas redes que banco dá dinheiro só por compartilhar post, mas não há evidências #clima",1
